# OpenTelemetry Metrics report: .csv, 4 fields: 
# <metric name>, <period start, nanoseconds>, <period end, nanoseconds>, <metric value>
# See CsvMetricsExporter for details.
# 
# NAME, PERIOD_START_NANOS, PERIOD_END_NANOS, VALUE
workspaceModel.mutableEntityStorage.changeLog.addReplaceEventForNewChild.ms,1736239214609000000,1736239274605000000,0
workspaceModel.moduleManagerBridge.load.module.ms,1736239214609000000,1736239274605000000,0
workspaceModel.moduleManagerBridge.load.all.modules.ms,1736239214609000000,1736239274605000000,0
jps.facet.change.listener.process.change.events.ms,1736239214609000000,1736239274605000000,0
workspaceModel.mutableEntityStorage.collect.changes.ms,1736239214609000000,1736239274605000000,0
jps.global.get.libraries.ms,1736239214609000000,1736239274605000000,0
workspaceModel.mutableEntityStorage.resolve.ms,1736239214609000000,1736239274605000000,0
workspaceModel.moduleManagerBridge.create.module.instance.ms,1736239214609000000,1736239274605000000,0
jps.project.serializers.load.ms,1736239214609000000,1736239274605000000,0
workspaceModel.mutableEntityStorage.put.entity.ms,1736239214609000000,1736239274605000000,0
workspaceModel.mutableEntityStorage.entities.by.source.ms,1736239214609000000,1736239274605000000,0
workspaceModel.moduleBridgeLoader.loading.modules.ms,1736239214609000000,1736239274605000000,0
jps.library.entities.serializer.save.entities.ms,1736239214609000000,1736239274605000000,0
jps.facet.change.listener.before.change.events.ms,1736239214609000000,1736239274605000000,0
workspaceModel.mutableEntityStorage.mutable.vfurl.index.ms,1736239214609000000,1736239274605000000,0
workspaceModel.moduleBridge.facet.initialization.ms,1736239214609000000,1736239274605000000,0
